group	PeakID (cmd=annotatePeaks.pl Common_optimal.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Common	primary_peak_1165	chr1	132007244	132007908	+	645	NA	promoter-TSS (NM_007923)	promoter-TSS (NM_007923)	-29	NM_007923	13714	Mm.254233	NM_007923	ENSMUSG00000026436	Elk4	2310011G17Rik|A130026I01Rik|BB162516|SAP-1|Sap1	ELK4, member of ETS oncogene family	protein-coding
Common	primary_peak_19810-2	chr3	65930249	65930576	+	645	NA	Intergenic	A-rich|Low_complexity|Low_complexity	27813	NM_019937	56706	Mm.175612	NM_019937	ENSMUSG00000027829	Ccnl1	2610030E23Rik|AU018493|Ccnl|ania-6a	cyclin L1	protein-coding
Common	primary_peak_7267	chr12	85485683	85486325	+	645	NA	Intergenic	Intergenic	12103	NM_010234	14281	Mm.246513	NM_010234	ENSMUSG00000021250	Fos	D12Rfj1|c-fos|cFos	FBJ osteosarcoma oncogene	protein-coding
Common	primary_peak_747	chr1	86154119	86155064	+	645	NA	promoter-TSS (NM_030184)	promoter-TSS (NM_030184)	-189	NM_030184	78795	Mm.379264	NM_027456	ENSMUSG00000062590	Armc9	3830422A13Rik|4831423D23Rik|4930438O05Rik|5730415N24Rik	armadillo repeat containing 9	protein-coding
Common	primary_peak_15969	chr19	10182689	10183323	+	645	NA	5' UTR (NM_146094, exon 1 of 12)	5' UTR (NM_146094, exon 1 of 12)	118	NM_146094	76267	Mm.30158	NM_146094	ENSMUSG00000010663	Fads1	0710001O03Rik|A930006B21Rik|AI317215|DSD	fatty acid desaturase 1	protein-coding
Common	primary_peak_19810	chr3	65929449	65930248	+	645	NA	Intergenic	Intergenic	28377	NM_019937	56706	Mm.175612	NM_019937	ENSMUSG00000027829	Ccnl1	2610030E23Rik|AU018493|Ccnl|ania-6a	cyclin L1	protein-coding
Common	primary_peak_1165-2	chr1	132007909	132008413	+	645	NA	intron (NM_007923, intron 1 of 4)	CpG	556	NM_007923	13714	Mm.254233	NM_007923	ENSMUSG00000026436	Elk4	2310011G17Rik|A130026I01Rik|BB162516|SAP-1|Sap1	ELK4, member of ETS oncogene family	protein-coding
Common	primary_peak_13955	chr17	45563640	45564605	+	645	NA	promoter-TSS (NM_028662)	promoter-TSS (NM_028662)	-30	NM_028662	73836	Mm.289716	NM_028662	ENSMUSG00000037089	Slc35b2	1110003M08Rik|AA407792|AI842275|PAPST1|Slc35b1	solute carrier family 35, member B2	protein-coding
Common	primary_peak_4880	chr11	67588471	67589218	+	645	NA	intron (NM_001109657, intron 1 of 13)	intron (NM_001109657, intron 1 of 13)	2344	NM_001109657	14457	Mm.40338	NM_008088	ENSMUSG00000033066	Gas7	AW124766|B230343A10Rik|Gas7-cb	growth arrest specific 7	protein-coding
Common	primary_peak_8576	chr13	62684555	62685330	+	644	NA	Intergenic	Intergenic	-60760	NM_173381	211378	Mm.247448	NM_173381	ENSMUSG00000072066	6720489N17Rik	9330128I06	RIKEN cDNA 6720489N17 gene	protein-coding
Common	primary_peak_3266	chr10	81266490	81267063	+	644	NA	exon (NM_025317, exon 1 of 3)	exon (NM_025317, exon 1 of 3)	150	NM_025317	66047	Mm.43397	NM_025317	ENSMUSG00000034932	Mrpl54	0610008M19Rik|D10Sut1e	mitochondrial ribosomal protein L54	protein-coding
Common	primary_peak_2308	chr10	13946512	13947135	+	644	NA	Intergenic	Intergenic	-19556	NM_010437	15273	Mm.42157	NM_010437	ENSMUSG00000015501	Hivep2	Gm20114|MIBP-1|MIBP1|Schnurri-2|Shn-2	human immunodeficiency virus type I enhancer binding protein 2	protein-coding
Common	primary_peak_16483	chr19	46510986	46511691	+	644	NA	intron (NM_053100, intron 1 of 5)	intron (NM_053100, intron 1 of 5)	9690	NM_053100	93679	Mm.392177	NM_053100	ENSMUSG00000025034	Trim8	AA408830|BB006755|GERP|Rnf27	tripartite motif-containing 8	protein-coding
Common	primary_peak_15979	chr19	10524999	10525894	+	644	NA	promoter-TSS (NM_025333)	promoter-TSS (NM_025333)	202	NM_172302	269061	Mm.490260	NM_172302	ENSMUSG00000034820	Cpsf7	5730453I16Rik|AL022757|C330017N18Rik	cleavage and polyadenylation specific factor 7	protein-coding
Common	primary_peak_20908	chr3	146499300	146500537	+	643	NA	promoter-TSS (NM_010318)	promoter-TSS (NM_010318)	82	NM_010318	14707	Mm.140804	NM_010318	ENSMUSG00000068523	Gng5	G(y)5	guanine nucleotide binding protein (G protein), gamma 5	protein-coding
Common	primary_peak_2743	chr10	53379179	53380101	+	643	NA	5' UTR (NM_001204983, exon 1 of 13)	5' UTR (NM_001204983, exon 1 of 13)	211	NM_001204983	100038725	Mm.441403	NM_001204983	ENSMUSG00000038594	Cep85l	1700003O08Rik|Gm9766	centrosomal protein 85-like	protein-coding
Common	primary_peak_21187	chr4	31963466	31964255	+	643	NA	promoter-TSS (NM_009316)	promoter-TSS (NM_009316)	-247	NM_172688	26409	Mm.258589	NM_009316	ENSMUSG00000028284	Map3k7	B430101B05|C87327|Tak1	mitogen-activated protein kinase kinase kinase 7	protein-coding
Common	primary_peak_24085	chr5	102069718	102070828	+	643	NA	promoter-TSS (NM_172882)	promoter-TSS (NM_172882)	-352	NM_172882	72145	Mm.332522	NM_172882	ENSMUSG00000043940	Wdfy3	2610509D04Rik|ALFY|AW319683|B930017C24|BWF1|Bchs|D5Ertd66e|Ggtb3|ZFYVE25|mKIAA0993	WD repeat and FYVE domain containing 3	protein-coding
Common	primary_peak_33211	chrX	142390257	142390870	+	643	NA	promoter-TSS (NM_207625)	promoter-TSS (NM_207625)	-28	NM_207625	50790	Mm.391337	NM_019477	ENSMUSG00000031278	Acsl4	9430020A05Rik|ACS4|AU018108|Facl4|Lacs4	acyl-CoA synthetase long-chain family member 4	protein-coding
Common	primary_peak_14633	chr17	87246752	87247421	+	643	NA	Intergenic	Intergenic	18861	NM_176808	193813	Mm.30251	NM_139295	ENSMUSG00000024150	Mcfd2	1810021C21Rik|F5f8d|Lman1ip|Sdnsf	multiple coagulation factor deficiency 2	protein-coding
Common	primary_peak_18834	chr2	156991646	156992339	+	643	NA	intron (NM_180956, intron 1 of 16)	CpG	119	NM_180956	29812	Mm.279256	NM_013865	ENSMUSG00000027634	Ndrg3	4833415O14Rik|AI747193|Ndr3	N-myc downstream regulated gene 3	protein-coding
Common	primary_peak_21282	chr4	40269452	40270037	+	643	NA	promoter-TSS (NM_134097)	promoter-TSS (NM_134097)	97	NM_134097	106021	Mm.251548	NM_134097	ENSMUSG00000036822	Topors	AW105885|LUN|TP53BPL|p53BP3/LUN	topoisomerase I binding, arginine/serine-rich	protein-coding
Common	primary_peak_25900	chr6	71493645	71494703	+	643	NA	5' UTR (NM_009543, exon 1 of 4)	5' UTR (NM_009543, exon 1 of 4)	280	NM_009543	22644	Mm.422969	NM_009543	ENSMUSG00000052656	Rnf103	AW146237|AW212918|Zfp103|kf-1	ring finger protein 103	protein-coding
Common	primary_peak_15021	chr18	36801492	36802059	+	643	NA	promoter-TSS (NR_027885)	promoter-TSS (NR_027885)	12	NR_027885	378472	Mm.482379	NR_027885		Vaultrc5	Gm22653|Mvg1	vault RNA component 5	ncRNA
Common	primary_peak_16267	chr19	36082939	36083537	+	643	NA	promoter-TSS (NM_019428)	promoter-TSS (NM_019428)	-478	NM_019428	54364	Mm.277891	NM_019428	ENSMUSG00000024800	Rpp30	Rnasep2|TSG15	ribonuclease P/MRP 30 subunit	protein-coding
Common	primary_peak_2532	chr10	30842538	30843331	+	642	NA	promoter-TSS (NM_013904)	promoter-TSS (NM_013904)	-151	NM_013904	15214	Mm.103573	NM_013904	ENSMUSG00000019789	Hey2	CHF1|Herp1|Hrt2|bHLHb32|hesr2	hairy/enhancer-of-split related with YRPW motif 2	protein-coding
Common	primary_peak_4403	chr11	34783086	34784061	+	642	NA	intron (NM_033374, intron 1 of 51)	intron (NM_033374, intron 1 of 51)	332	NM_033374	94176	Mm.380679	NM_033374	ENSMUSG00000020143	Dock2	AI662014|AW122239|CED-5|Hch|MBC	dedicator of cyto-kinesis 2	protein-coding
Common	primary_peak_3415	chr10	89443118	89444329	+	642	NA	intron (NM_001033331, intron 1 of 10)	intron (NM_001033331, intron 1 of 10)	244	NM_001033331	237436	Mm.11982	NM_001033331	ENSMUSG00000074802	Gas2l3	8430435B07Rik|Gm240	growth arrest-specific 2 like 3	protein-coding
Common	primary_peak_4923	chr11	69059370	69059898	+	642	NA	promoter-TSS (NM_028005)	promoter-TSS (NM_028005)	-141	NM_028005	71923	Mm.340257	NM_028005	ENSMUSG00000045176	Borcs6	2310047M10Rik	BLOC-1 related complex subunit 6	protein-coding
Common	primary_peak_28294	chr7	84689545	84690204	+	642	NA	intron (NR_038175, intron 1 of 4)	CpG	234	NR_038175	72495	Mm.382914	NR_038175	ENSMUSG00000085236	2610206C17Rik	-	RIKEN cDNA 2610206C17 gene	ncRNA
Common	primary_peak_23395	chr5	30921112	30921943	+	642	NA	promoter-TSS (NM_008439)	promoter-TSS (NM_008439)	-368	NM_008439	16548	Mm.22451	NM_008439	ENSMUSG00000029162	Khk	-	ketohexokinase	protein-coding
Common	primary_peak_14003	chr17	46680776	46681424	+	642	NA	promoter-TSS (NM_001163729)	promoter-TSS (NM_001163729)	-21	NM_010787	17256	Mm.329083	NM_010787	ENSMUSG00000002768	Mea1	Mea-1	male enhanced antigen 1	protein-coding
Common	primary_peak_29503	chr8	25719870	25720587	+	642	NA	TTS (NM_001081269)	TTS (NM_001081269)	180	NR_121642	71910	Mm.385055	NM_028000	ENSMUSG00000031570	Plpp5	1810019D05Rik|2310022A04Rik|AW045471|Ppapdc1|Ppapdc1b	phospholipid phosphatase 5	protein-coding
Common	primary_peak_4608	chr11	53769767	53770591	+	642	NA	promoter-TSS (NM_001159396)	promoter-TSS (NM_001159396)	165	NM_008390	16362	Mm.105218	NM_008390	ENSMUSG00000018899	Irf1	AU020929|Irf-1	interferon regulatory factor 1	protein-coding
Common	primary_peak_25381	chr6	29467556	29468235	+	641	NA	exon (NM_025381, exon 1 of 2)	exon (NM_025381, exon 1 of 2)	112	NM_025381	66144	Mm.371614	NM_025381	ENSMUSG00000004285	Atp6v1f	1110004G16Rik	ATPase, H+ transporting, lysosomal V1 subunit F	protein-coding
Common	primary_peak_27671	chr7	35118151	35119715	+	641	NA	promoter-TSS (NM_007678)	promoter-TSS (NM_007678)	-360	NM_001287515	12606	Mm.349667	NM_007678	ENSMUSG00000034957	Cebpa	C/ebpalpha|CBF-A|Cebp	CCAAT/enhancer binding protein (C/EBP), alpha	protein-coding
Common	primary_peak_23445	chr5	32785267	32785891	+	641	NA	promoter-TSS (NM_177298)	promoter-TSS (NM_177298)	47	NM_177298	320951	Mm.273765	NM_177298	ENSMUSG00000023452	Pisd	9030221M09Rik	phosphatidylserine decarboxylase	protein-coding
Common	primary_peak_32395	chr9	110407820	110408625	+	641	NA	promoter-TSS (NM_001081043)	promoter-TSS (NM_001081043)	-12	NM_001081043	104831	Mm.335477	NM_001081043	ENSMUSG00000036057	Ptpn23	AI462446|PTP-TD14	protein tyrosine phosphatase, non-receptor type 23	protein-coding
Common	primary_peak_4515	chr11	50174559	50175127	+	641	NA	promoter-TSS (NM_026543)	promoter-TSS (NM_026543)	-8	NM_026543	68067	Mm.40828	NM_026543	ENSMUSG00000020381	Mrnip	2900016G09Rik|3010026O09Rik|AI851514|AW475975	MRN complex interacting protein	protein-coding
Common	primary_peak_1967	chr1	180850511	180851235	+	641	NA	promoter-TSS (NM_145943)	promoter-TSS (NM_145943)	-278	NM_145943	208768	Mm.272625	NM_145943	ENSMUSG00000038806	Sde2	-	SDE2 telomere maintenance homolog (S. pombe)	protein-coding
Common	primary_peak_30684	chr8	119840199	119840793	+	641	NA	promoter-TSS (NM_028071)	promoter-TSS (NM_028071)	83	NM_028071	72042	Mm.393405	NM_028071	ENSMUSG00000031827	Cotl1	1810074P22Rik|2010004C08Rik|Clp	coactosin-like 1 (Dictyostelium)	protein-coding
Common	primary_peak_4089	chr11	5541884	5542459	+	641	NA	promoter-TSS (NM_134033)	promoter-TSS (NM_134033)	46	NM_134033	104479	Mm.210403	NM_134033	ENSMUSG00000020482	Ccdc117	1110004K02Rik|1700026O03Rik|AU018638|AU042822|AV173073|BC018601	coiled-coil domain containing 117	protein-coding
Common	primary_peak_4382	chr11	32642241	32643141	+	641	NA	5' UTR (NM_001271349, exon 1 of 12)	5' UTR (NM_001271349, exon 1 of 12)	136	NM_001271347	103583	Mm.28017	NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|AA536858|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding
Common	primary_peak_8013	chr13	30085027	30085549	+	640	NA	Intergenic	Intergenic	-51202	NM_153546	218121	Mm.89682	NM_153546	ENSMUSG00000038732	Mboat1	9130215M02Rik|BC023845|LPEAT1|Moact1|Oact1	membrane bound O-acyltransferase domain containing 1	protein-coding
Common	primary_peak_13547	chr17	28176830	28177762	+	640	NA	promoter-TSS (NM_172617)	promoter-TSS (NM_172617)	-122	NM_172617	224656	Mm.267359	NM_172617	ENSMUSG00000024220	Zfp523	2810027J07|BC025615|Znf76	zinc finger protein 523	protein-coding
Common	primary_peak_29972	chr8	73233429	73234746	+	640	NA	intron (NM_010687, intron 1 of 14)	intron (NM_010687, intron 1 of 14)	118469	NM_010687	16795	Mm.324371	NM_010687	ENSMUSG00000004383	Large1	BPFD#36|Gyltl1a|Large|Mbp-1|Mbp1|enr|fg|froggy|myd	LARGE xylosyl- and glucuronyltransferase 1	protein-coding
Common	primary_peak_23102	chr4	154963942	154964577	+	640	NA	exon (NM_172990, exon 1 of 19)	exon (NM_172990, exon 1 of 19)	126	NM_172990	269614	Mm.30042	NM_172990	ENSMUSG00000029056	Pank4	D030031I12Rik|R75150	pantothenate kinase 4	protein-coding
Common	primary_peak_17484	chr2	49451687	49453075	+	640	NA	intron (NM_172663, intron 1 of 13)	CpG	895	NM_172663	227867	Mm.29167	NM_172663	ENSMUSG00000069495	Epc2	5830499L14|D2Ertd694e	enhancer of polycomb homolog 2	protein-coding
Common	primary_peak_5154	chr11	75486547	75487164	+	640	NA	promoter-TSS (NM_138659)	promoter-TSS (NM_138659)	78	NM_138659	192159	Mm.3757	NM_138659	ENSMUSG00000020850	Prpf8	AU019467|D11Bwg0410e|DBF3/PRP8|Prp8|Sfprp8l	pre-mRNA processing factor 8	protein-coding
Common	primary_peak_10218	chr14	78536498	78537247	+	640	NA	promoter-TSS (NM_001164503)	promoter-TSS (NM_001164503)	-12	NM_001164503	219181	Mm.89413	NM_001164503	ENSMUSG00000022016	Akap11	6330501D17Rik|AKAP220|Gm80|PRKA11|mKIAA0629	A kinase (PRKA) anchor protein 11	protein-coding
Common	primary_peak_31876	chr9	67043534	67044215	+	640	NA	promoter-TSS (NM_001164256)	promoter-TSS (NM_001164256)	-3	NM_001164252	22003	Mm.121878	NM_024427	ENSMUSG00000032366	Tpm1	AA986836|AI854628|TM2|TPM1kappa|Tm3|Tmpa|Tpm-1|alpha-TM	tropomyosin 1, alpha	protein-coding
Common	primary_peak_20534	chr3	108855355	108856339	+	640	NA	3' UTR (NM_001165965, exon 12 of 12)	3' UTR (NM_001165965, exon 12 of 12)	-15345	NM_011504	20912	Mm.316894	NM_011504	ENSMUSG00000027882	Stxbp3	Munc-18c|Stxbp3a|Sxtbp3|Unc18-3	syntaxin binding protein 3	protein-coding
Common	primary_peak_20735	chr3	131642604	131643327	+	640	NA	exon (NM_001289479, exon 14 of 14)	exon (NM_001289479, exon 14 of 14)	76933	NM_001289477	23971	Mm.244912	NM_011863	ENSMUSG00000028032	Papss1	AI325286|Asapk|SK1	3'-phosphoadenosine 5'-phosphosulfate synthase 1	protein-coding
Common	primary_peak_28216	chr7	80830229	80830917	+	640	NA	Intergenic	Intergenic	-27242	NM_016721	29875	Mm.207619	NM_016721	ENSMUSG00000030536	Iqgap1	AA682088|D7Ertd237e|D7Ertd257e|mKIAA0051	IQ motif containing GTPase activating protein 1	protein-coding
Common	primary_peak_8827	chr13	93191958	93192630	+	640	NA	promoter-TSS (NM_133905)	promoter-TSS (NM_133905)	-11	NM_133905	100715	Mm.242865	NM_133905	ENSMUSG00000042167	Tent2	8030446C20Rik|AI649009|GLD-2|Gld2|Papd4	terminal nucleotidyltransferase 2	protein-coding
Common	primary_peak_22086	chr4	117550069	117550715	+	640	NA	promoter-TSS (NM_001285901)	promoter-TSS (NM_001285901)	27	NM_080469	140546	Mm.235891	NM_080469	ENSMUSG00000033423	Eri3	PINT1|Prnpip1	exoribonuclease 3	protein-coding
Common	primary_peak_5894	chr11	103051244	103051806	+	639	NA	intron (NM_008707, intron 3 of 11)	intron (NM_008707, intron 3 of 11)	22963	NM_008707	18107	Mm.10265	NM_008707	ENSMUSG00000020936	Nmt1	AW536594	N-myristoyltransferase 1	protein-coding
Common	primary_peak_32673	chrX	7947686	7948345	+	639	NA	promoter-TSS (NM_010413)	promoter-TSS (NM_010413)	-126	NM_001130416	15185	Mm.29854	NM_010413	ENSMUSG00000031161	Hdac6	Hd6|Hdac5|Sfc6|mHDA2	histone deacetylase 6	protein-coding
Common	primary_peak_20032	chr3	88102495	88103143	+	639	NA	intron (NM_001033484, intron 19 of 37)	intron (NM_001033484, intron 19 of 37)	20768	NM_001033484	404710	Mm.331133	NM_001033484	ENSMUSG00000028068	Iqgap3	AI593484|D030034H08	IQ motif containing GTPase activating protein 3	protein-coding
Common	primary_peak_23555	chr5	38561413	38562139	+	639	NA	promoter-TSS (NM_011715)	promoter-TSS (NM_011715)	-181	NM_011715	22388	Mm.2654	NM_011715	ENSMUSG00000005103	Wdr1	Aip1|D5Wsu185e|rede	WD repeat domain 1	protein-coding
Common	primary_peak_12416	chr16	32002739	32003352	+	639	NA	5' UTR (NM_177103, exon 1 of 10)	5' UTR (NM_177103, exon 1 of 10)	242	NM_177103	320213	Mm.152890	NM_023801	ENSMUSG00000022772	Senp5	6230429P13Rik|A730063F07Rik|AI851888|BB189556|SMT3IP3	SUMO/sentrin specific peptidase 5	protein-coding
Common	primary_peak_2694	chr10	44380439	44381679	+	639	NA	Intergenic	Intergenic	21383	NR_035450	100316688		NR_035450	ENSMUSG00000089260	Mir1929	mir-1929|mmu-mir-1929	microRNA 1929	ncRNA
Common	primary_peak_32236	chr9	105395142	105395773	+	639	NA	promoter-TSS (NM_025651)	promoter-TSS (NM_025651)	65	NM_025651	66595	Mm.84941	NM_025651	ENSMUSG00000032567	Aste1	1100001A21Rik|AV006403	asteroid homolog 1	protein-coding
Common	primary_peak_20521	chr3	108444640	108445395	+	639	NA	exon (NM_011319, exon 1 of 12)	exon (NM_011319, exon 1 of 12)	242	NM_011319	20226	Mm.28688	NM_011319	ENSMUSG00000068739	Sars	Sars1|Strs|serRS	seryl-aminoacyl-tRNA synthetase	protein-coding
Common	primary_peak_1661	chr1	165763579	165764372	+	639	NA	exon (NM_011804, exon 1 of 4)	exon (NM_011804, exon 1 of 4)	195	NM_011804	433375	Mm.294885	NM_011804	ENSMUSG00000040713	Creg1	AA755314|Creg	cellular repressor of E1A-stimulated genes 1	protein-coding
Common	primary_peak_29752	chr8	57540985	57541800	+	639	NA	intron (NM_001167981, intron 6 of 11)	intron (NM_001167981, intron 6 of 11)	29549	NM_008252	97165	Mm.276881	NM_008252	ENSMUSG00000054717	Hmgb2	C80539|HMG-2|Hmg2	high mobility group box 2	protein-coding
Common	primary_peak_29752-2	chr8	57540292	57540984	+	639	NA	intron (NM_001167981, intron 6 of 11)	intron (NM_001167981, intron 6 of 11)	28795	NM_008252	97165	Mm.276881	NM_008252	ENSMUSG00000054717	Hmgb2	C80539|HMG-2|Hmg2	high mobility group box 2	protein-coding
Common	primary_peak_2980	chr10	67979163	67979875	+	638	NA	promoter-TSS (NM_001081346)	promoter-TSS (NM_001081346)	-79	NM_001081346	170799	Mm.209844	NM_133244	ENSMUSG00000037846	Rtkn2	B130039D23Rik|Mbf|Plekhk1	rhotekin 2	protein-coding
Common	primary_peak_3920	chr10	127290345	127291332	+	638	NA	promoter-TSS (NM_007837)	promoter-TSS (NM_007837)	45	NM_001290183	13198	Mm.110220	NM_007837	ENSMUSG00000025408	Ddit3	CHOP-10|CHOP10|chop|gadd153	DNA-damage inducible transcript 3	protein-coding
Common	primary_peak_29413	chr8	18936205	18936972	+	638	NA	intron (NM_176951, intron 6 of 6)	intron (NM_176951, intron 6 of 6)	14283	NM_001286469	319581	Mm.111354	NM_176951	ENSMUSG00000039814	Xkr5	5430438H03Rik|XRG5	X-linked Kx blood group related 5	protein-coding
Common	primary_peak_18575	chr2	144368753	144369360	+	638	NA	promoter-TSS (NM_001164813)	promoter-TSS (NM_001164813)	21	NM_181417	228714	Mm.227925	NM_181417	ENSMUSG00000027425	Kat14	2510008M08Rik|ATAC2|AU023459|Csrp2bp|D2Ertd473e|D2Wsu131e|E430020F17	lysine acetyltransferase 14	protein-coding
Common	primary_peak_1016	chr1	118458791	118459820	+	638	NA	promoter-TSS (NR_027901)	promoter-TSS (NR_027901)	-40	NR_027901	68204	Mm.443536	NR_027901	ENSMUSG00000107722	2900060B14Rik	-	RIKEN cDNA 2900060B14 gene	ncRNA
Common	primary_peak_12216	chr16	21422952	21423869	+	638	NA	intron (NM_001285894, intron 1 of 45)	CpG	292	NM_001285893	209018	Mm.235683	NM_145948	ENSMUSG00000033653	Vps8	AI315068|AU040738|mKIAA0804	VPS8 CORVET complex subunit	protein-coding
Common	primary_peak_27067	chr6	148831131	148831784	+	638	NA	promoter-TSS (NM_001081113)	promoter-TSS (NM_001081113)	10	NM_001081113	320727	Mm.260105	NM_001081113	ENSMUSG00000040029	Ipo8	6230418K12Rik|Abcc10|C130009K11Rik|MRP7|OM-1|Om1|Ranbp8	importin 8	protein-coding
Common	primary_peak_30549	chr8	110618391	110619136	+	638	NA	5' UTR (NM_146216, exon 1 of 19)	5' UTR (NM_146216, exon 1 of 19)	125	NM_146216	234729	Mm.274894	NM_146216	ENSMUSG00000010936	Vac14	AA959718|BC032215|D8Wsu151e|Tax1bp2|Trx|ingls	Vac14 homolog (S. cerevisiae)	protein-coding
Common	primary_peak_20851	chr3	142529857	142530973	+	637	NA	promoter-TSS (NM_001083312)	promoter-TSS (NM_001083312)	79	NM_001083312	229900	Mm.45740	NM_145545	ENSMUSG00000040253	Gbp7	9830147J24Rik	guanylate binding protein 7	protein-coding
Common	primary_peak_27659	chr7	34918314	34919213	+	637	NA	intron (NM_008820, intron 1 of 14)	intron (NM_008820, intron 1 of 14)	6356	NM_008820	18624	Mm.69751	NM_008820	ENSMUSG00000063931	Pepd	Pep-4|Pep4|dal	peptidase D	protein-coding
Common	primary_peak_30299	chr8	94178810	94179365	+	637	NA	promoter-TSS (NM_013602)	promoter-TSS (NM_013602)	-2	NM_013602	17748	Mm.192991	NM_013602	ENSMUSG00000031765	Mt1	MT-I|Mt-1	metallothionein 1	protein-coding
Common	primary_peak_23207	chr5	8797941	8798770	+	637	NA	intron (NM_011075, intron 1 of 27)	CpG	208	NM_011075	18669	Mm.146649	NM_011075	ENSMUSG00000028970	Abcb1b	Abcb1|Mdr1|Mdr1b|Pgy-1|Pgy1|mdr	ATP-binding cassette, sub-family B (MDR/TAP), member 1B	protein-coding
Common	primary_peak_9765	chr14	54553948	54554822	+	637	NA	promoter-TSS (NM_145462)	promoter-TSS (NM_145462)	-24	NM_145462	219072	Mm.202152	NM_145462	ENSMUSG00000022177	Haus4	9430093H08Rik|AU016300|D14Ertd500e	HAUS augmin-like complex, subunit 4	protein-coding
Common	primary_peak_2773	chr10	57531976	57532704	+	637	NA	intron (NM_019760, intron 1 of 8)	CpG	189	NM_019760	56442	Mm.29344	NM_019760	ENSMUSG00000019877	Serinc1	1500011D18Rik|AI315070|AIGP-2|TMS-2|Tde1l|Tde2|Tms2|mKIAA1253	serine incorporator 1	protein-coding
Common	primary_peak_24108	chr5	103691632	103692695	+	637	NA	Intergenic	Intergenic	-36431	NM_001163550	74218	Mm.159141	NM_028824	ENSMUSG00000029320	1700016H13Rik	-	RIKEN cDNA 1700016H13 gene	protein-coding
Common	primary_peak_32651	chrX	7573985	7574845	+	637	NA	promoter-TSS (NM_138605)	promoter-TSS (NM_138605)	-134	NM_001290574	54646	Mm.148163	NM_138605	ENSMUSG00000039556	Ppp1r3f	DXImx48e|R3F|RF3|Sfc15	protein phosphatase 1, regulatory subunit 3F	protein-coding
Common	primary_peak_24779	chr5	135632425	135633039	+	637	NA	promoter-TSS (NM_146002)	promoter-TSS (NM_146002)	78	NM_146002	215160	Mm.295438	NM_031398	ENSMUSG00000039917	Rhbdd2	0610011L13Rik|AI480532|Rhbdl7|Usmg1	rhomboid domain containing 2	protein-coding
